key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-296973872,Thirty years of coral heat-stress experiments: a review of methods,2020,,,Coral Reefs,7224028,39,4,885--902,"McLachlan, R.H. and Price, J.T. and Solomon, S.L. and Grottoli, A.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084125982&doi=10.1007%2fs00338-020-01931-9&partnerID=40&md5=645ef4d8b54a9a7a69b1653c1235b820,English,,,"For over three decades, scientists have conducted heat-stress experiments to predict how coral will respond to ocean warming due to global climate change. However, there are often conflicting results in the literature that are difficult to resolve, which we hypothesize are a result of unintended biases, variation in experimental design, and underreporting of critical methodological information. Here, we reviewed 255 coral heat-stress experiments to (1) document where and when they were conducted and on which species, (2) assess variability in experimental design, and (3) quantify the diversity of response variables measured. First, we found that two-thirds of studies were conducted in only three countries, three coral species were more heavily studied than others, and only 4\% of studies focused on earlier life stages. Second, slightly more than half of all heat-stress exposures were less than 8 d in duration, only 17\% of experiments fed corals, and experimental conditions varied widely, including the level and rate of temperature increase, light intensity, number of genets used, and the length of acclimation period. In addition, 95\%, 55\%, and {\textgreater} 35\% of studies did not report tank flow conditions, light–dark cycle used, or the date of the experiment, respectively. Finally, we found that 21\% of experiments did not measure any bleaching phenotype traits, 77\% did not identify the Symbiodiniaceae endosymbiont, and the contribution of the coral host in the physiological response to heat-stress was often not investigated. This review highlights geographic, taxonomic, and heat-stress duration biases in our understanding of coral bleaching, and large variability in the reporting and design of heat-stress experiments that could account for some of the discrepancies in the literature. Development of some best practice recommendations for coral bleaching experiments could improve cross-studies comparisons and increase the efficiency of coral bleaching research at a time when it is needed most. © 2020, The Author(s).","Publisher: Springer Science and Business Media Deutschland GmbH | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Anthozoa;coral bleaching;Coral bleaching;endosymbiont;Symbiodiniaceae;global climate;literature review;phenotype;experimental design;acclimation;physiological response;Bleaching experiment;Coral bleaching review;Coral heat-stress;Heat-stress experiment;Temperature experiment;Hot Temperature,,
rayyan-296973873,Know {Thy} {Anemone}: {A} {Review} of {Threats} to {Octocorals} and {Anemones} and {Opportunities} for {Their} {Restoration},2020,,,Frontiers in Marine Science,22967745,7,,,"Steinberg, R.K. and Dafforn, K.A. and Ainsworth, T. and Johnston, E.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089070139&doi=10.3389%2ffmars.2020.00590&partnerID=40&md5=dacd7c41fbd9b4a4c7ba23d0b7c686e4,English,,,"In studies of habitat-forming species, those that are not spatially dominant are often considered “non-primary” habitat and may be overlooked. This is despite the fact that minority habitat formers can provide critical complexity, food, and other services that underpin ecosystem biodiversity. Octocorals and anemones are found in marine and estuarine habitats across all climate zones. Despite their potentially important ecological roles, to date there have been few studies of their specific threats and stressors or attempts at their restoration. Here we review studies of the ecology of octocorals and anemones with a focus on threats and restoration. We identify many threats including habitat damage, collection and trade, disease, predation, pollution, and the most wide-spread – climate change. While evidence suggests that some octocorals and anemone populations may be more resilient to disturbances than stony corals because they often recruit and grow quickly, resilience is not guaranteed. Instead, resilience or susceptibility within this large group is likely to be site and species specific. We find that the loss of octocorals and anemones has been difficult to quantify as most species have no hard structures that remain following a mortality event. Only through long-term monitoring efforts have researchers been able to document change in these populations. Due to the increasing extent and severity of human impacts in marine ecosystems, restoration of habitat forming species is becoming increasingly necessary after disturbance events. To illustrate the challenges ahead for octocoral and anemone restoration, we present two examples of ongoing restoration efforts assessed against the International Standards for the Practice of Ecological Restoration. Restoration planning and implementation progress are documented for the Mediterranean red coral Corallium rubrum and the temperate Australian cauliflower soft coral, Dendronephthya australis. This review and the detailed case studies demonstrate that while some octocorals and anemones can provide resilient habitat within reef systems, a greater research focus on their ecology, threats, and restoration potential is urgently required. © Copyright © 2020 Steinberg, Dafforn, Ainsworth and Johnston.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Patrice""=>""Included""} | RAYYAN-LABELS: extracted",,sea anemone;soft coral;tropical;alcyonaceae;octocoral;temperate,,
rayyan-296973875,"Coral {Reefs} of {Abu} {Dhabi}, {United} {Arab} {Emirates}: {Analysis} of {Management} {Approaches} in {Light} of {International} {Best} {Practices} and a {Changing} {Climate}",2020,,,Frontiers in Marine Science,22967745,7,,,"Ben-Romdhane, H. and Jabado, R.W. and Gr and court, E.M. and Perry, R.J.O. and Al Blooshi, A.Y. and Marpu, P.R. and Ouarda, T.B.M.J. and Ghedira, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088430932&doi=10.3389%2ffmars.2020.00541&partnerID=40&md5=8688a95a6603ac0232333b617053b6df,English,,,"The coasts and islands that flank Abu Dhabi, the United Arab Emirates (UAE)’s largest emirate, host the country’s most significant coastal and marine habitats including coral reefs. These reefs, although subject to a variety of pressures from urban and industrial encroachment and climate change, exhibit the highest thresholds for coral bleaching and mortality in the world. By reviewing and benchmarking global, regional and local coral reef conservation efforts, this study highlights the ecological importance and economic uniqueness of the UAE corals in light of the changing climate. The analysis provides a set of recommendations for coral reef management that includes an adapted institutional framework bringing together stakeholders, scientists, and managers. These recommendations are provided to guide coral reef conservation efforts regionally and in jurisdictions with comparable environmental challenges. © Copyright © 2020 Ben-Romdhane, Jabado, Grandcourt, Perry, Al Blooshi, Marpu, Ouarda and Ghedira.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,management;coral reefs;Abu Dhabi;practices;United Arab Emirates (UAE);Arabs,,
rayyan-296973886,Probiotics for corals,2020,,,Microbiology Australia,13244272,41,2,100--104,"Blackall, L.L. and Dungan, A.M. and Hartman, L.M. and Van Oppen, M.J.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085981406&doi=10.1071%2fMA20025&partnerID=40&md5=e503359b8c5625f6be0cfbfc111aec91,English,,,"Coral reefs are found in warm, oligotrophic, euphotic marine waters and occupy {\textless}0.1\% of the sea floor, yet support ∼25\% of earth's marine species. They provide critical ecosystem services to human populations including coastal protection, food (e.g. fish) and personal income by way of fishing and tourism. However, recent pan-tropical coral 'bleaching' (the paling of corals due to the separation of corals and their algal endosymbionts following exposure to environmental stress) has led to coral mortality, thus jeopardising the persistence of reef ecosystems. Consequently, it has been recognised that direct interventions may be needed for coral survival, and 'manipulation of the community composition of microbial organisms associated with the coral holobiont' has been proposed as one solution. Such probiotic strategies would allow corals to adapt rapidly (days to weeks) to changing environmental conditions, relative to mutation and selection taking many years. This review describes corals, and research that has demonstrated the potential of probiotic approaches to protect them from environmental stressors. © 2020 Australian Society for Microbiology.","Publisher: CSIRO | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;Review;coral;nonhuman;probiotic agent;Probiotics,,
rayyan-296973887,Diseases and pathogens of marine invertebrate corals in {Indian} reefs,2020,,,Journal of Invertebrate Pathology,222011,173,,,"Sharma, D. and Ravindran, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084232273&doi=10.1016%2fj.jip.2020.107373&partnerID=40&md5=660af1766cf38fd5efde28805aa60e1c,English,,,"Diseases in marine invertebrate corals have been reported worldwide and have been associated with infection by various microbial pathogens that cause massive mortality. Several bacterial species, especially Vibrio species but also members of the cyanobacteria, fungi, viruses, and protists, are described as important pathogens associated with coral disease and mortality. The present work provides an updated overview of main diseases and implicated microbial species affecting corals in Indian reefs. Further study on pathogen diversity, classification, spread and environmental factors on pathogen-host interactions may contribute a better understanding of the coral diseases. © 2020 Elsevier Inc.","Publisher: Academic Press Inc. | RAYYAN-INCLUSION: {""Patrice""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;Coral Reefs;animal;Animals;Anthozoa;host pathogen interaction;Host-Pathogen Interactions;microbiology;Aquatic Organisms;aquatic species;parasitology;virology;India;Stress;Environment;Corals;Disease;Microbes;Pathogen;Military Personnel,,
rayyan-296973895,"Dimethylsulfide ({DMS}), marine biogenic aerosols and the ecophysiology of coral reefs",2020,,,Biogeosciences,17264170,17,8,2181--2204,"Jackson, R.L. and Gabric, A.J. and Cropp, R. and Woodhouse, M.T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083880232&doi=10.5194%2fbg-17-2181-2020&partnerID=40&md5=4fbe88e98ff1b9158ce291f723f90e6f,English,,,"Global climate change and the impacts of ocean warming, ocean acidification and declining water quality are adversely affecting coral-reef ecosystems. This is of great concern, as coral reefs provide numerous ecosystem, economic and social services. Corals are also recognised as being amongst the strongest individual sources of natural atmospheric sulfur, through stress-induced emissions of dimethylsulfide (DMS). In the clean marine boundary layer, biogenic sulfates contribute to new aerosol formation and the growth of existing particles, with important implications for the radiative balance over the ocean. Evidence suggests that DMS is not only directly involved in the coral stress response, alleviating oxidative stress, but also may create an ""ocean thermostat"" which suppresses sea surface temperature through changes to aerosol and cloud properties. This review provides a summary of the current major threats facing coral reefs and describes the role of dimethylated sulfur compounds in coral ecophysiology and the potential influence on climate. The role of coral reefs as a source of climatically important compounds is an emerging topic of research; however the window of opportunity to understand the complex biogeophysical processes involved is closing with ongoing degradation of the world's coral reefs. The greatest uncertainty in our estimates of radiative forcing and climate change is derived from natural aerosol sources, such as marine DMS, which constitute the largest flux of oceanic reduced sulfur to the atmosphere. Given the increasing frequency of coral bleaching events, it is crucial that we gain a better understanding of the role of DMS in local climate of coral reefs. © 2018 The Author(s).","Publisher: Copernicus GmbH | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;marine ecosystem;climate change;Anthozoa;sea surface temperature;coral bleaching;global warming;ocean acidification;acidification;aerosol;radiative forcing;aerosol formation;dimethylsulfide;ecophysiology;Military Personnel;Aerosols,,
rayyan-296973902,Carbonate budgets as indicators of functional reef “health”: {A} critical review of data underpinning census-based methods and current knowledge gaps,2020,,,Ecological Indicators,1470160X,110,,,"Lange, I.D. and Perry, C.T. and Alvarez-Filip, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075741836&doi=10.1016%2fj.ecolind.2019.105857&partnerID=40&md5=4b09aced29b52efff8b1a14cc611904e,English,,,"The carbonate budget of a reef describes the net rate of carbonate production resulting from various biologically-, physically- and chemically-driven production and erosion processes. Thus, budget state metrics can provide important information on a reef's growth potential and on the capacity of reefs to sustain key geo-ecological services such as habitat provision and coastal protection. Whilst various approaches for estimating carbonate budgets exist, census-based methods have gained recent interest because they quantify the contribution of different functional groups and taxa, and allow assessments of the links between changing reef ecology and budget states. However, the present paucity of supporting data on growth and erosion rates for the majority of coral species and reef-associated taxa represents a constraint on these budget estimates and limits meaningful between-site comparisons. In light of the growing interest in using carbonate budgets as a functional reef “health” assessment tool, this review thus considers our current state of knowledge regarding the geographic coverage of existing reef budget states and the availability of relevant supporting data. We use this to highlight current knowledge gaps, future challenges, and opportunities that emerging techniques may offer. The primary aim of this review is to encourage increased research efforts on budget states and underlying metrics in order to better constrain reef carbonate budget estimates from across a broad range of sites and environments. © 2019 Elsevier Ltd","Publisher: Elsevier B.V. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,community dynamics;coral reef;Biomineralization;Budget control;Reefs;Anthozoa;health status;coastal protection;calcium carbonate;Carbonation;literature review;calcification;knowledge;methodology;accretion;Calcium carbonate;carbon budget;carbonate system;census;Coastal protection;Ecological services;Ecology;environmental indicator;Erosion;Future challenges;Geographic coverage;Growth potential;Reef accretions;Reef growths;Research efforts;Shore protection;Surveys;Calcium carbonate budget;Community calcification;Reef accretion;Reef budget state;Reef growth,,
rayyan-296973924,Rresearch progress on the homeostasis adjustment mechanisms of coral symbiotic bacteria,2020,,,Chinese Journal of Applied and Environmental Biology,1006687X,26,4,857--866,"LIN, Z. and DU, X. and ZENG, Y. and CAI, Z. and ZHOU, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091176112&doi=10.19675%2fj.cnki.1006-687x.2020.09057&partnerID=40&md5=1a28032aeb9316ce6db51da98e26f79c,Chinese,,,"The excellent ecological value of coral reefs results from the stability and health of the symbiotic system, and the balance and stability of the ""coral-bacteria"" holobiont is an important cornerstone of healthy coral reefs. The regulation mechanisms of holobiont have been thoroughly investigated over the past decade, and important insights into the relationships among the ""microorganism-host-environment"" have been reported. However, the symbiotic system is complex, so the steady-state adjustment mechanisms of holobiont are not one-dimensional. Under multiple environmental pressures, the ecological behavior of holobiont is complex and variable, some basic theories lack a general consensus. In this review, we summarize the latest research progress, including the composition of the symbiotic microorganisms, the influence of the environmental factors on the coral-associated bacteria, and the steady-state regulation types under multiple pressures (e.g., increased pollution, rising water temperature, and increased human activity). The main contents include the carbonconcentrated mechanisms, host preference for their associated bacteria, nutrition regulation, and homeostasis adjustment mechanisms of the coral symbiotic bacteria under quorum sensing. Also, the molecular mechanisms of coral holobiont homeostasis, such as pH steady-state calcification, energy metabolism, oxidative stress, and the response of the cytochrome P450 family genes, are summarized. Finally, we define the research issues and possible future directions, including additional archaeal research in coral holobiont using new methods (e.g., Raman spectroscopy coupled with ""omics"" or nano time-of-flight mass spectrometry) and the construction of ecological models. This review sought to improve our understanding of the interactions among corals, microorganisms, and the environment. The information presented here allows a better understanding of the microecological mechanisms of symbiosis and provides a theoretical reference for coral reef protection. © 2020 Science Press. All rights reserved.","Publisher: Science Press | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Bacteria,,
rayyan-296973927,Thermal stress and resilience of corals in a climate-changingworld,2020,,,Journal of Marine Science and Engineering,20771312,8,1,,"Carballo-Bolaños, R. and Soto, D. and Chen, C.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084314758&doi=10.3390%2fjmse8010015&partnerID=40&md5=96a48a790842bf0b851b34b234bc7aa2,English,,,"Coral reef ecosystems are under the direct threat of increasing atmospheric greenhouse gases, which increase seawater temperatures in the oceans and lead to bleaching events. Global bleaching events are becoming more frequent and stronger, and understanding how corals can tolerate and survive high-temperature stress should be accorded paramount priority. Here, we review evidence of the different mechanisms that corals employ to mitigate thermal stress, which include association with thermally tolerant endosymbionts, acclimatisation, and adaptation processes. These differences highlight the physiological diversity and complexity of symbiotic organisms, such as scleractinian corals, where each species (coral host and microbial endosymbionts) responds differently to thermal stress. We conclude by offering some insights into the future of coral reefs and examining the strategies scientists are leveraging to ensure the survival of this valuable ecosystem. Without a reduction in greenhouse gas emissions and a divergence from our societal dependence on fossil fuels, natural mechanisms possessed by corals might be insufficient towards ensuring the ecological functioning of coral reef ecosystems. © 2019.","Publisher: MDPI AG | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,climate change;adaptation;heterotrophy;coral resilience;thermal stress;acclimatisation;bleaching events;thermally-tolerant symbionts,,
rayyan-296973941,Beneath the surface: {Community} assembly and functions of the coral skeleton microbiome,2019,,,Microbiome,20492618,7,1,,"Ricci, F. and Rossetto Marcelino, V. and Blackall, L.L. and Kühl, M. and Medina, M. and Verbruggen, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076419540&doi=10.1186%2fs40168-019-0762-y&partnerID=40&md5=fe43bc9331d134a7f9281a0ad410bcbb,English,,,"Coral microbial ecology is a burgeoning field, driven by the urgency of understanding coral health and slowing reef loss due to climate change. Coral resilience depends on its microbiota, and both the tissue and the underlying skeleton are home to a rich biodiversity of eukaryotic, bacterial and archaeal species that form an integral part of the coral holobiont. New techniques now enable detailed studies of the endolithic habitat, and our knowledge of the skeletal microbial community and its eco-physiology is increasing rapidly, with multiple lines of evidence for the importance of the skeletal microbiota in coral health and functioning. Here, we review the roles these organisms play in the holobiont, including nutritional exchanges with the coral host and decalcification of the host skeleton. Microbial metabolism causes steep physico-chemical gradients in the skeleton, creating micro-niches that, along with dispersal limitation and priority effects, define the fine-scale microbial community assembly. Coral bleaching causes drastic changes in the skeletal microbiome, which can mitigate bleaching effects and promote coral survival during stress periods, but may also have detrimental effects. Finally, we discuss the idea that the skeleton may function as a microbial reservoir that can promote recolonization of the tissue microbiome following dysbiosis and help the coral holobiont return to homeostasis. © 2019 The Author(s).","Publisher: BioMed Central Ltd. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;Coral Reefs;animal;Animals;coral;nonhuman;review;Biodiversity;Anthozoa;microbiology;physiology;classification;Bacteria;bacterium;microbial community;biodiversity;microbiome;homeostasis;microbial metabolism;Microbiota;microflora;Archaea;archaeon;skeleton;stress,,
rayyan-296973947,The {Future} of {Reef} {Ecosystems} in the {Gulf} of {Mexico}: {Insights} {From} {Coupled} {Climate} {Model} {Simulations} and {Ancient} {Hot}-{House} {Reefs},2019,,,Frontiers in Marine Science,22967745,6,,,"Dee, S.G. and Torres, M.A. and Martindale, R.C. and Weiss, A. and DeLong, K.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076712276&doi=10.3389%2ffmars.2019.00691&partnerID=40&md5=fd0850f44816e872d3256252120fec65,English,,,"Shallow water coral reefs and deep sea coral communities are sensitive to current and future environmental stresses, such as changes in sea surface temperatures (SST), salinity, carbonate chemistry, and acidity. Over the last half-century, some reef communities have been disappearing at an alarming pace. This study focuses on the Gulf of Mexico, where the majority of shallow coral reefs are reported to be in poor or fair condition. We analyze the RCP8.5 ensemble of the Community Earth System Model v1.2 to identify monthly-to-decadal trends in Gulf of Mexico SST. Secondly, we examine projected changes in ocean pH, carbonate saturation state, and salinity in the same coupled model simulations. We find that the joint impacts of predicted higher temperatures and changes in ocean acidification will severely degrade Gulf of Mexico reef systems by the end of the twenty-first century. SSTs are likely to warm by 2.5–3°C; while corals do show signs of an ability to adapt toward higher temperatures, current coral species and reef systems are likely to suffer major bleaching events in coming years. We contextualize future changes with ancient reefs from paleoclimate analogs, periods of Earth's past that were also exceptionally warm, specifically rapid “hyperthermal” events. Ancient analog events are often associated with extinctions, reef collapse, and significant ecological changes, yet reef communities managed to survive these events on evolutionary timescales. Finally, we review research which discusses the adaptive potential of the Gulf of Mexico's coral reefs, meccas of biodiversity and oceanic health. We assert that the only guaranteed solution for long-term conservation and recovery is substantial, rapid reduction of anthropogenic greenhouse gas emissions. © Copyright © 2019 Dee, Torres, Martindale, Weiss and DeLong.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted,review part only",,climate change;adaptation;coral bleaching;ocean acidification;coral reefs;hot-house paleoclimates;Mexico,,
rayyan-296973957,Land {Use} {Impacts} on {Coral} {Reef} {Health}: {A} {Ridge}-to-{Reef} {Perspective},2019,,,Frontiers in Marine Science,22967745,6,,,"Carlson, R.R. and Foo, S.A. and Asner, G.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072891875&doi=10.3389%2ffmars.2019.00562&partnerID=40&md5=d96c8e093aa2a336c27d5ad52c77a340,English,,,"Over 60\% of the world’s reefs experience damage from local activities such as overfishing, coastal development, and watershed pollution. Land-based sources of pollution are a critical threat to coral reefs, and understanding “ridge-to-reef” changes is urgently needed to improve management and coral survival in the Anthropocene. We review existing literature on spatial-ecological connections between land use and coral health, specifically examining vegetative, agricultural, urban, and other land-use types. In general, forested land use is positively related to metrics of coral condition, while anthropogenic land uses like urban development and agriculture drive a decline in coral cover, diversity, colony size, and structural complexity. However, land-use and land-cover impacts vary across time and space, and small portions of the landscape (e.g., discrete segments of unpaved roads, grazed and scalded hillsides) may have an outsized effect on reef pollution, presenting opportunities for targeted conservation. Some coral species show resilience under land-use and land-cover change, and the impact of land use on coral recovery from bleaching remains an active area of research. Finally, a spatial bibliography of existing literature reveals that most ridge-to-reef studies focus on a handful of regional hotspots, surface water, and watershed-scale dynamics; more research is needed to address groundwater connectivity and to compare land-use impacts across multiple regions and scales. Approaches from landscape ecology that assess spatial patterns of, and synergies between, interlocking land cover may assist conservation managers in designing more resilient reefscapes. © Copyright © 2019 Carlson, Foo and Asner.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,spatial planning;sediment;land use;groundwater;coral reefs;nutrients;ridge-to-reef;watersheds,,
rayyan-296973958,Can {Herbivore} {Management} {Increase} the {Persistence} of {Indo}-{Pacific} {Coral} {Reefs}?,2019,,,Frontiers in Marine Science,22967745,6,,,"Williams, I.D. and Kindinger, T.L. and Couch, C.S. and Walsh, W.J. and Minton, D. and Oliver, T.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072886253&doi=10.3389%2ffmars.2019.00557&partnerID=40&md5=3c25499663bda4ab02fdc880206c28df,English,,,"Due to climate change, coral reefs have experienced mass bleaching, and mortality events in recent years. Although coral reefs are unlikely to persist in their current form unless climate change can be addressed, local management can have a role to play by extending the time frame over which there are functional reef systems capable of recovery. Here we consider the potential application of one form of local management – management of herbivorous fishes. The premise behind this approach is that increased herbivory could shift reef algal assemblages to states that are benign or beneficial for corals, thereby increasing corals’ ability to recover from destructive events such as bleaching and to thrive in periods between events. With a focus on Indo-Pacific coral reefs, we review what is known about the underlying processes of herbivory and coral-algal competition that ultimately affect the ability of corals to grow, persist, and replenish themselves. We then critically assess evidence of effectiveness or otherwise of herbivore management within marine protected areas (MPAs) to better understand why many MPAs have not improved outcomes for corals, and more importantly to identify the circumstances in which that form of management would be most likely to be effective. Herbivore management is not a panacea, but has the potential to enhance coral reef persistence in the right circumstances. Those include that: (i) absent management, there is an “algal problem” – i.e., insufficient herbivory to maintain algae in states that are benign or beneficial for corals; and (ii) management actions are able to increase net herbivory. As increased corallivory is a potentially widespread negative consequence of management, we consider some of the circumstances in which that is most likely to be a problem as well as potential solutions. Because the negative effects of certain algae are greatest for coral settlement and early survivorship, it may be that maintaining sufficient herbivory is particularly important in promoting recovery from destructive events such as mass bleaching. Thus, herbivore management can have a role to play as part of a wider strategy to manage and reduce the threats that currently imperil coral reefs. © Copyright © 2019 Williams, Kindinger, Couch, Walsh, Minton and Oliver.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;herbivory;algae;parrotfish;marine protected areas;Indo-Pacific;coral resilience,,
rayyan-296973961,"The past, present, and future of coral heat stress studies",2019,,,Ecology and Evolution,20457758,9,17,10055--10066,"Cziesielski, M.J. and Schmidt-Roach, S. and Ar and a, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070913664&doi=10.1002%2fece3.5576&partnerID=40&md5=3e00c61a9dc99e9e9f4a5ea470bf97e8,English,,,"The global loss and degradation of coral reefs, as a result of intensified frequency and severity of bleaching events, is a major concern. Evidence of heat stress affecting corals through loss of symbionts and consequent coral bleaching was first reported in the 1930s. However, it was not until the 1998 major global bleaching event that the urgency for heat stress studies became internationally recognized. Current efforts focus not only on examining the consequences of heat stress on corals but also on finding strategies to potentially improve thermal tolerance and aid coral reefs survival in future climate scenarios. Although initial studies were limited in comparison with modern technological tools, they provided the foundation for many of today's research methods and hypotheses. Technological advancements are providing new research prospects at a rapid pace. Understanding how coral heat stress studies have evolved is important for the critical assessment of their progress. This review summarizes the development of the field to date and assesses avenues for future research. © 2019 The Authors. Ecology and Evolution published by John Wiley \& Sons Ltd.","Publisher: John Wiley and Sons Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;climate change;acclimatization;adaptation;heat stress;corals;Hot Temperature,,
rayyan-296973969,Nutrient {Availability} and {Metabolism} {Affect} the {Stability} of {Coral}–{Symbiodiniaceae} {Symbioses},2019,,,Trends in Microbiology,0966842X,27,8,678--689,"Morris, L.A. and Voolstra, C.R. and Quigley, K.M. and Bourne, D.G. and Bay, L.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064184727&doi=10.1016%2fj.tim.2019.03.004&partnerID=40&md5=e180f3d2ebbc1352e2eaecf1b1496327,English,,,"Coral reefs rely upon the highly optimized coral–Symbiodiniaceae symbiosis, making them sensitive to environmental change and susceptible to anthropogenic stress. Coral bleaching is predominantly attributed to photo-oxidative stress, yet nutrient availability and metabolism underpin the stability of symbioses. Recent studies link symbiont proliferation under nutrient enrichment to bleaching; however, the interactions between nutrients and symbiotic stability are nuanced. Here, we demonstrate how bleaching is regulated by the forms and ratios of available nutrients and their impacts on autotrophic carbon metabolism, rather than algal symbiont growth. By extension, historical nutrient conditions mediate host–symbiont compatibility and bleaching tolerance over proximate and evolutionary timescales. Renewed investigations into the coral nutrient metabolism will be required to truly elucidate the cellular mechanisms leading to coral bleaching. © 2019 The Authors","Publisher: Elsevier Ltd | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;animal;Animals;Carbon;coral;nonhuman;review;Anthozoa;metabolism;microbiology;physiology;symbiosis;symbiont;sea;carbon;dinoflagellate;development and aging;growth;heat tolerance;Symbiosis;Thermotolerance;Nutrients;phosphorus;Dinoflagellida;warming;Microbiota;microflora;algal cell culture;carbon metabolism;nutrient availability;Phosphorus;Food,,
rayyan-296973985,A review of interventions proposed to abate impacts of ocean acidification on coral reefs,2019,,,Regional Studies in Marine Science,23524855,29,,,"Albright, R. and Cooley, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064312273&doi=10.1016%2fj.rsma.2019.100612&partnerID=40&md5=7b99854b3dbace748acce00c53ad5f04,English,,,"Coral reefs experiencing ocean acidification (OA) are likely to recover much more slowly from damage caused by acute events such as mass bleaching because OA slows coral reef growth and reproduction. To maintain reefs in a net growth or net-neutral condition, curbing the impact of OA is therefore necessary. A variety of mitigation and adaptation strategies have been proposed to abate OA impacts on reefs. However, detailed guidance for managers on the types, effectiveness, or costs of different local interventions to address OA is scarce. To advance the discussion about available interventions, this review explores and compares mitigation and adaptation techniques that have been proposed to abate OA impacts on coral reefs. We focus primarily on four categories of interventions intended to address different ecosystem service changes: phytoremediation, chemical remediation, reef restoration, and assisted evolution. We briefly touch on traditional restoration methods like marine protected areas (MPAs) and reducing secondary sources of stress. Of the techniques reviewed, most are costly and do not scale at the same pace as global reef loss. Nor do they address the root cause of OA, global carbon emissions. That said, intervention should not be an all or nothing approach; some techniques may be worth implementing at smaller scales in a coordinated way. Working to save pieces of ecosystems and buying time may help ensure that there is more to rebuild from in the future. Despite the seemingly high price tag of many of these techniques, given the potential value of regained ecosystem services, net gains may exceed implementation costs. It is certain, however, from the limited reach of coral reef interventions, that they must be undertaken as part of a suite of global-scale interventions including atmospheric CO 2 reduction to preserve coral reef ecosystem function and benefits to humanity. © 2019 Elsevier B.V.","Publisher: Elsevier B.V. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,,,
